Date;Text;Amount;Saldo;Currency
12/12/2018;Dankort Mokkariet Odensega;-76;428637,1;DKK
11/12/2018;Dankort Panum Hovedkantine;-34,1;428713,1;DKK
11/12/2018;MobilePay: Maria Camila Alvarez Silva;-10;428747,2;DKK
10/12/2018;Dankort Panum Hovedkantine;-25,26;428757,2;DKK
10/12/2018;Dankort REFFEN;-50;428782,46;DKK
10/12/2018;Dankort PAPYRUS BOGCAFE Ap;-65;428832,46;DKK
10/12/2018;Røverkøb A/S;-25;428897,46;DKK
07/12/2018;Dankort Netto 410;-82,95;428922,46;DKK
07/12/2018;Dankort Stigs oliven ApS;-70;429005,41;DKK
07/12/2018;Dankort Tapa Del Toro;-125;429075,41;DKK
07/12/2018;Dankort Panum Hovedkantine;-40,14;429200,41;DKK
06/12/2018;Dankort Panum Hovedkantine;-25;429240,55;DKK
06/12/2018;MobilePay: Annemette Forman;-20;429265,55;DKK
05/12/2018;MobilePay: Camilla Verdich;-150;429285,55;DKK
05/12/2018;Dankort Panum Hovedkantine;-36,42;429435,55;DKK
05/12/2018;MobilePay: Avirup Du;85;429471,97;DKK
05/12/2018;Dankort Mokkariet Odensega;-92;429386,97;DKK
04/12/2018;Dankort Panum Hovedkantine;-40,3;429478,97;DKK
04/12/2018;CAFE AMAZONIA, KOBENHAVN N;-796;429519,27;DKK
04/12/2018;IZ *FONDEN ESRUM K, GRAESTED;-150;430315,27;DKK
04/12/2018;OISTER.DK, KOBENHAVN;-99;430465,27;DKK
04/12/2018;IZ *FONDEN ESRUM K, GRAESTED;-70;430564,27;DKK
03/12/2018;Dankort Panum Hovedkantine;-41,08;430634,27;DKK
03/12/2018;KAFFEPLANTAGEN, KOBENHAVN N;-68;430675,35;DKK
03/12/2018;Dankort Hotel Chocolat Fre;-100;430743,35;DKK
03/12/2018;MobilePay: Sophia Me;105,5;430843,35;DKK
03/12/2018;MobilePay: Lam Opal;105,5;430737,85;DKK
03/12/2018;MobilePay: Asker Bre;104,5;430632,35;DKK
03/12/2018;MobilePay: Bettina L;106;430527,85;DKK
03/12/2018;MobilePay: Carmen Le;105;430421,85;DKK
03/12/2018;MobilePay: Carmen Le;105;430316,85;DKK
30/11/2018;Dankort Panum Hovedkantine;-35,18;430211,85;DKK
30/11/2018;Account 64970001000373;-10000;430247,03;DKK
30/11/2018;Københavns Universit;25146,54;440247,03;DKK
29/11/2018;Dankort Panum Hovedkantine;-34,1;415100,49;DKK
28/11/2018;Dankort Kaffebar;-60;415134,59;DKK
28/11/2018;Dankort Panum Hovedkantine;-36,58;415194,59;DKK
27/11/2018;Dankort Panum Hovedkantine;-37,51;415231,17;DKK
26/11/2018;Dankort Panum Hovedkantine;-34,72;415268,68;DKK
08/11/2018;Visa/Dankort JPY     5700 Kurs 5,8768 Nota nr. 35391 WEST JAPAN RAILWAY CO., OSAKA;-334,98;415303,4;DKK
07/11/2018;Visa/Dankort KontantGebyr Nota nr.;-30;415638,38;DKK
07/11/2018;JPY 30216;-1782,04;415668,38;DKK
06/11/2018;DKK 99,00;-99;417450,42;DKK
02/11/2018;Dankort Gebr. Heinemann;-18;417549,42;DKK
02/11/2018;POST DANMARK AS, KOEBENHAVN V;-255;417567,42;DKK
02/11/2018;Dankort Democratic Coffee;-22;417822,42;DKK
02/11/2018;Dankort PAPYRUS BOGCAFE Ap;-62;417844,42;DKK
01/11/2018;Dankort Panum Hovedkantine;-39,22;417906,42;DKK
31/10/2018;Account 64970001000373;-10000;417945,64;DKK
31/10/2018;Københavns Universit;19914,28;427945,64;DKK
30/10/2018;Dankort Panum Hovedkantine;-31,46;408031,36;DKK
30/10/2018;IZ *SOCIAL APS, KOBENHAVN N;-126;408062,82;DKK
30/10/2018;IZ *A L I C E, KOBENHAVN S;-110;408188,82;DKK
30/10/2018;HOTDOGDELI COPENHAGEN HO, KOEBENHA;-35;408298,82;DKK
30/10/2018;Pengeautomat;-300;408333,82;DKK
29/10/2018;Dankort Panum Hovedkantine;-41,23;408633,82;DKK
29/10/2018;billet.kglteaterdk Nota 1602185;-800;408675,05;DKK
29/10/2018;Dankort POLITIKEN Forhal;-639;409475,05;DKK
29/10/2018;Dankort Dry & Bitter ApS;-50;410114,05;DKK
29/10/2018;Dankort Bang & Jensen;-55;410164,05;DKK
26/10/2018;Dankort Panum Hovedkantine;-38,28;410219,05;DKK
26/10/2018;IZ *A L I C E, KOBENHAVN S;-110;410257,33;DKK
26/10/2018;IZ *A L I C E, Kobenhavn S;-35;410367,33;DKK
25/10/2018;Dankort Panum Hovedkantine;-34,41;410402,33;DKK
23/10/2018;Dankort Panum Hovedkantine;-33,79;410436,74;DKK
23/10/2018;Dankort beAwear;-79;410470,53;DKK
22/10/2018;Dankort Panum Hovedkantine;-25;410549,53;DKK
22/10/2018;Dankort Falafel Factory Ap;-77;410574,53;DKK
22/10/2018;Dankort Den Grønlandske Ha;-300;410651,53;DKK
22/10/2018;Mormors;-312;410951,53;DKK
19/10/2018;kontaktløs Dankort Panum Hovedkantine;-27,59;411263,53;DKK
19/10/2018;kontaktløs Dankort Rema 1000;-142,4;411291,12;DKK
19/10/2018;MobilePay: Henrik Jonsbak;-141;411433,52;DKK
19/10/2018;kontaktløs Dankort Democratic Coffee;-104;411574,52;DKK
18/10/2018;kontaktløs Dankort Panum Hovedkantine;-32,24;411678,52;DKK
17/10/2018;kontaktløs Dankort Panum Hovedkantine;-38,75;411710,76;DKK
16/10/2018;Dankort-køb CEWE Fotoservice;-105,4;411749,51;DKK
16/10/2018;kontaktløs Dankort Panum Hovedkantine;-28,98;411854,91;DKK
16/10/2018;IZ *A L I C E, KOBENHAVN S;-50;411883,89;DKK
15/10/2018;kontaktløs Dankort Panum Hovedkantine;-34,41;411933,89;DKK
15/10/2018;Dankort-køb KKB;-20;411968,3;DKK
15/10/2018;M Forum RVM;-300;411988,3;DKK
15/10/2018;Dankort fjællræven epic st;-2299;412288,3;DKK
15/10/2018;kontaktløs Dankort FREDERIKSBERG MATE;-69,95;414587,3;DKK
12/10/2018;kontaktløs Dankort Panum Hovedkantine;-36,27;414657,25;DKK
11/10/2018;MobilePay køb Mokkariet Odensegade,;-72;414693,52;DKK
11/10/2018;kontaktløs Dankort Panum Hovedkantine;-35,96;414765,52;DKK
11/10/2018;MobilePay: Christian Theil Have;-20;414801,48;DKK
11/10/2018;MobilePay: Jette Bork-Jensen;-20;414821,48;DKK
10/10/2018;kontaktløs Dankort Fazer Food Service;-36,83;414841,48;DKK
10/10/2018;kontaktløs Dankort Fazer Food Service;-15;414878,31;DKK
09/10/2018;kontaktløs Dankort Panum Hovedkantine;-25;414893,31;DKK
09/10/2018;Original Coffee Dossering, Koebenha;-69;414918,31;DKK
08/10/2018;kontaktløs Dankort Panum Hovedkantine;-39,37;414987,31;DKK
08/10/2018;MobilePay: Patryk Fraczyk;-70;415026,68;DKK
08/10/2018;MobilePay: Patryk Fraczyk;-120;415096,68;DKK
05/10/2018;kontaktløs Dankort Panum Hovedkantine;-39,84;415216,68;DKK
04/10/2018;kontaktløs Dankort Panum Hovedkantine;-40,3;415256,52;DKK
04/10/2018;OISTER.DK, KOBENHAVN;-99;415296,82;DKK
03/10/2018;Panum Hovedkantine;-38,9;415395,82;DKK
03/10/2018;MobilePay: Camilla Verdich;-20;415434,72;DKK
02/10/2018;kontaktløs Dankort Panum Hovedkantine;-40,3;415454,72;DKK
01/10/2018;kontaktløs Dankort Panum Hovedkantine;-35,96;415495,02;DKK
01/10/2018;AKADEMIKERNES A-KASSE;-1308;415530,98;DKK
01/10/2018;kontaktløs Dankort Pizzeria;-55;416838,98;DKK
01/10/2018;kontaktløs Dankort VAP Danmark II ApS;-173;416893,98;DKK
01/10/2018;kontaktløs Dankort Dalle Valle;-110;417066,98;DKK
28/09/2018;kontaktløs Dankort Panum Hovedkantine;-32,7;417176,98;DKK
28/09/2018;Account 64970001000373;-10000;417209,68;DKK
28/09/2018;Københavns Universit;25036,1;427209,68;DKK
28/09/2018;Overførsel;4469,83;402173,58;DKK
27/09/2018;kontaktløs Dankort Panum Hovedkantine;-34,56;397703,75;DKK
26/09/2018;kontaktløs Dankort Panum Hovedkantine;-39,22;397738,31;DKK
25/09/2018;kontaktløs Dankort Panum Hovedkantine;-39,37;397777,53;DKK
24/09/2018;kontaktløs Dankort Panum Hovedkantine;-25;397816,9;DKK
24/09/2018;kontaktløs Dankort Democratic Coffee;-67;397841,9;DKK
24/09/2018;kontaktløs Dankort The Coffee Collect;-65;397908,9;DKK
21/09/2018;kontaktløs Dankort Panum Hovedkantine;-36,58;397973,9;DKK
21/09/2018;MobilePay: Emilie Glad Bak;-20;398010,48;DKK
21/09/2018;DB AUTOMATEN, Heidelberg EUR 27,50;-207,26;398030,48;DKK
20/09/2018;kontaktløs Dankort Panum Hovedkantine;-31,78;398237,74;DKK
19/09/2018;MobilePay: Maria Cam;22;398269,52;DKK
19/09/2018;Visa/Dankort KontantGebyr Nota nr.;-30;398247,52;DKK
19/09/2018;COMMERZBANK ATM, HEIDELBERG EUR 50,00;-376,84;398277,52;DKK
19/09/2018;MobilePay: Emilie Gl;34;398654,36;DKK
18/09/2018;MobilePay: Maria Cam;34;398620,36;DKK
18/09/2018;MobilePay: Carmen Le;34;398586,36;DKK
18/09/2018;Holiday Inn Express Heide, Heidelbe EUR 476,00;-3587,07;398552,36;DKK
18/09/2018;DB AUTOMATEN, Frankfurt am EUR 24,50;-184,63;402139,43;DKK
18/09/2018;MOB.PAY*H.C. FRISOR, KOBENHAVN K;-140;402324,06;DKK
17/09/2018;kontaktløs Dankort Pret A Manger T2 A;-58;402464,06;DKK
14/09/2018;kontaktløs Dankort Panum Hovedkantine;-37,04;402522,06;DKK
14/09/2018;kontaktløs Dankort Kaffeplantagen ApS;-28;402559,1;DKK
13/09/2018;kontaktløs Dankort Panum Hovedkantine;-39,06;402587,1;DKK
12/09/2018;kontaktløs Dankort Panum Hovedkantine;-38,9;402626,16;DKK
11/09/2018;kontaktløs Dankort Panum Hovedkantine;-38,13;402665,06;DKK
11/09/2018;HOOHA APS, KBENHAVN;-400;402703,19;DKK
11/09/2018;GOB SKINCARE APS, KBENHAVN N;-200;403103,19;DKK
10/09/2018;kontaktløs Dankort Banh Mi Kim;-56;403303,19;DKK
10/09/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;403359,19;DKK
07/09/2018;kontaktløs Dankort Panum Hovedkantine;-38,28;403396,7;DKK
06/09/2018;MobilePay: Annemette Forman;-20;403434,98;DKK
06/09/2018;kontaktløs Dankort Panum Hovedkantine;-36,58;403454,98;DKK
05/09/2018;kontaktløs Dankort Panum Hovedkantine;-35,65;403491,56;DKK
05/09/2018;kontaktløs Dankort Kaffebar;-189;403527,21;DKK
04/09/2018;Panum Hovedkantine;-33,64;403716,21;DKK
04/09/2018;OISTER.DK, KOBENHAVN;-99;403749,85;DKK
03/09/2018;kontaktløs Dankort Panum Hovedkantine;-33,64;403848,85;DKK
03/09/2018;kontaktløs Dankort AFRICAN TOUCH ApS;-139;403882,49;DKK
31/08/2018;kontaktløs Dankort Panum Hovedkantine;-34,72;404021,49;DKK
31/08/2018;Københavns Universit;25036,1;404056,21;DKK
31/08/2018;Account 64970001000373;-10000;379020,11;DKK
30/08/2018;kontaktløs Dankort Panum Hovedkantine;-34,41;389020,11;DKK
29/08/2018;kontaktløs Dankort Panum Hovedkantine;-37,04;389054,52;DKK
28/08/2018;kontaktløs Dankort Panum Hovedkantine;-23,87;389091,56;DKK
28/08/2018;kontaktløs Dankort Espresso House7136;-82;389115,43;DKK
27/08/2018;kontaktløs Dankort Rema 1000;-84,2;389197,43;DKK
27/08/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;389281,63;DKK
24/08/2018;kontaktløs Dankort Panum Hovedkantine;-34,56;389319,14;DKK
23/08/2018;kontaktløs Dankort Panum Hovedkantine;-39,06;389353,7;DKK
22/08/2018;kontaktløs Dankort Panum Hovedkantine;-33,79;389392,76;DKK
21/08/2018;kontaktløs Dankort Panum Hovedkantine;-38,44;389426,55;DKK
20/08/2018;kontaktløs Dankort Panum Hovedkantine;-28,52;389464,99;DKK
20/08/2018;OISTER.DK, KOBENHAVN;-194,1;389493,51;DKK
17/08/2018;kontaktløs Dankort Panum Hovedkantine;-43,4;389687,61;DKK
16/08/2018;kontaktløs Dankort Panum Hovedkantine;-45,72;389731,01;DKK
15/08/2018;Café La Esquina Ap;-149;389776,73;DKK
15/08/2018;kontaktløs Dankort Panum Hovedkantine;-38,75;389925,73;DKK
14/08/2018;kontaktløs Dankort Panum Hovedkantine;-41,08;389964,48;DKK
13/08/2018;kontaktløs Dankort Panum Hovedkantine;-32,7;390005,56;DKK
13/08/2018;kontaktløs Dankort DET FRANSKE CONDIT;-35;390038,26;DKK
13/08/2018;DSB 626 Kh RKA;-200;390073,26;DKK
10/08/2018;kontaktløs Dankort Panum Hovedkantine;-39,06;390273,26;DKK
09/08/2018;kontaktløs Dankort Panum Hovedkantine;-35,34;390312,32;DKK
08/08/2018;kontaktløs Dankort Panum Hovedkantine;-31;390347,66;DKK
07/08/2018;kontaktløs Dankort Panum Hovedkantine;-36,27;390378,66;DKK
07/08/2018;OISTER.DK, KOBENHAVN;-113,45;390414,93;DKK
07/08/2018;IZ *A L I C E, KOBENHAVN S;-70;390528,38;DKK
07/08/2018;kontaktløs Dankort Aldi 002;-28,9;390598,38;DKK
06/08/2018;kontaktløs Dankort Banh Mi Kim;-82;390627,28;DKK
06/08/2018;OISTER.DK, KOBENHAVN;-99;390709,28;DKK
06/08/2018;kontaktløs Dankort VAP Danmark II ApS;-179;390808,28;DKK
02/08/2018;kontaktløs Dankort Panum Hovedkantine;-36,58;390987,28;DKK
01/08/2018;kontaktløs Dankort Panum Hovedkantine;-33,17;391023,86;DKK
31/07/2018;F'Eta Kai Eli'Es v;-130;391057,03;DKK
31/07/2018;kontaktløs Dankort Panum Hovedkantine;-31,16;391187,03;DKK
31/07/2018;Account 64970001000373;-10000;391218,19;DKK
31/07/2018;IZ *A L I C E, KOBENHAVN S;-35;401218,19;DKK
31/07/2018;Københavns Universit;25036,1;401253,19;DKK
30/07/2018;kontaktløs Dankort Panum Hovedkantine;-39,84;376217,09;DKK
30/07/2018;kontaktløs Dankort Lidl;-68,9;376256,93;DKK
30/07/2018;kontaktløs Dankort Fakta Strandlodsve;-140,35;376325,83;DKK
27/07/2018;kontaktløs Dankort Banh Mi Kim;-56;376466,18;DKK
26/07/2018;kontaktløs Dankort Panum Hovedkantine;-35,03;376522,18;DKK
25/07/2018;Straksoverførsel gennemført  pr. 25-07-2018/for lille lan;-15000;376557,21;DKK
25/07/2018;kontaktløs Dankort Panum Hovedkantine;-25;391557,21;DKK
24/07/2018;Panum Hovedkantine;-33,02;391582,21;DKK
23/07/2018;kontaktløs Dankort Panum Hovedkantine;-39,84;391615,23;DKK
23/07/2018;kontaktløs Dankort F'Eta Kai Eli'Es v;-120;391655,07;DKK
20/07/2018;kontaktløs Dankort Panum Hovedkantine;-30,84;391775,07;DKK
19/07/2018;kontaktløs Dankort Panum Hovedkantine;-33,79;391805,91;DKK
18/07/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;391839,7;DKK
18/07/2018;kontaktløs Dankort Picnic;-28;391877,21;DKK
17/07/2018;kontaktløs Dankort Panum Hovedkantine;-39,99;391905,21;DKK
17/07/2018;IZ *A L I C E, KOBENHAVN S;-60;391945,2;DKK
16/07/2018;kontaktløs Dankort Panum Hovedkantine;-44,8;392005,2;DKK
16/07/2018;IZ *ANDERSEN, KOBENHAVN N;-145;392050;DKK
16/07/2018;kontaktløs Dankort Føtex Food Krøyers;-25;392195;DKK
13/07/2018;kontaktløs Dankort Panum Hovedkantine;-35,5;392220;DKK
12/07/2018;kontaktløs Dankort Panum Hovedkantine;-43,86;392255,5;DKK
11/07/2018;kontaktløs Dankort Panum Hovedkantine;-36,89;392299,36;DKK
10/07/2018;kontaktløs Dankort Panum Hovedkantine;-35,8;392336,25;DKK
10/07/2018;LEVI STRAUSS DENMARK,, Kbenhavn;-1000;392372,05;DKK
09/07/2018;kontaktløs Dankort Panum Hovedkantine;-42,16;393372,05;DKK
06/07/2018;kontaktløs Dankort Panum Hovedkantine;-33,64;393414,21;DKK
05/07/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;393447,85;DKK
04/07/2018;kontaktløs Dankort Panum Hovedkantine;-18,76;393485,36;DKK
04/07/2018;OISTER.DK, KOBENHAVN;-99;393504,12;DKK
04/07/2018;MobilePay: Lam Opal;20;393603,12;DKK
04/07/2018;kontaktløs Dankort Old Irish Pub;-150;393583,12;DKK
03/07/2018;kontaktløs Dankort Panum Hovedkantine;-41,85;393733,12;DKK
03/07/2018;HOOHA V HENRIK KNUDSEN, KBENHAVN N;-300;393774,97;DKK
02/07/2018;kontaktløs Dankort Panum Hovedkantine;-35,18;394074,97;DKK
02/07/2018;AKADEMIKERNES A-KASSE;-1308;394110,15;DKK
02/07/2018;kontaktløs Dankort Banh Mi Kim;-56;395418,15;DKK
02/07/2018;kontaktløs Dankort ISoBar;-70;395474,15;DKK
29/06/2018;kontaktløs Dankort Panum Hovedkantine;-44,18;395544,15;DKK
29/06/2018;Account 64970001000373;-10000;395588,33;DKK
29/06/2018;Københavns Universit;14666,21;405588,33;DKK
28/06/2018;kontaktløs Dankort Panum Hovedkantine;-40,92;390922,12;DKK
27/06/2018;kontaktløs Dankort Panum Hovedkantine;-37,82;390963,04;DKK
26/06/2018;kontaktløs Dankort Panum Hovedkantine;-31,78;391000,86;DKK
25/06/2018;kontaktløs Dankort Panum Hovedkantine;-44,18;391032,64;DKK
25/06/2018;kontaktløs Dankort Pub & Sport;-30;391076,82;DKK
25/06/2018;kontaktløs Dankort Pub & Sport;-115;391106,82;DKK
22/06/2018;kontaktløs Dankort Panum Hovedkantine;-39,68;391221,82;DKK
22/06/2018;kontaktløs Dankort DET FRANSKE CONDIT;-153;391261,5;DKK
22/06/2018;kontaktløs Dankort Rema 1000;-117,75;391414,5;DKK
21/06/2018;Panum Hovedkantine;-41,23;391532,25;DKK
20/06/2018;kontaktløs Dankort Panum Hovedkantine;-44,8;391573,48;DKK
19/06/2018;kontaktløs Dankort Panum Hovedkantine;-35,03;391618,28;DKK
18/06/2018;kontaktløs Dankort Nørrebro Apotek v/;-47,95;391653,31;DKK
18/06/2018;kontaktløs Dankort Panum Hovedkantine;-40,76;391701,26;DKK
18/06/2018;Straksoverførsel gennemført  pr. 17-06-2018/start boligkonto, rest vienna;-42500;391742,02;DKK
15/06/2018;kontaktløs Dankort Q8 Service - 8063;-89;434242,02;DKK
15/06/2018;MobilePay: Timo Seba;30;434331,02;DKK
14/06/2018;kontaktløs Dankort Panum Hovedkantine;-33,79;434301,02;DKK
13/06/2018;kontaktløs Dankort Panum Hovedkantine;-36,42;434334,81;DKK
12/06/2018;kontaktløs Dankort Panum Hovedkantine;-39,52;434371,23;DKK
12/06/2018;GOB SKINCARE APS, KBENHAVN N;-150;434410,75;DKK
11/06/2018;kontaktløs Dankort Panum Hovedkantine;-43,4;434560,75;DKK
08/06/2018;kontaktløs Dankort Panum Hovedkantine;-38,75;434604,15;DKK
07/06/2018;kontaktløs Dankort Panum Hovedkantine;-40,46;434642,9;DKK
06/06/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;434683,36;DKK
06/06/2018;OISTER.DK, KOBENHAVN;-89;434720,87;DKK
06/06/2018;PARKMAN, 358942579290;-14;434809,87;DKK
06/06/2018;kontaktløs Dankort Banh Mi Kim;-56;434823,87;DKK
04/06/2018;kontaktløs Dankort Panum Hovedkantine;-35,5;434879,87;DKK
31/05/2018;Account 64970001000373;-9000;434915,37;DKK
31/05/2018;Københavns Universit;24305,16;443915,37;DKK
25/05/2018;DSB 646 Kn RKA;-200;419610,21;DKK
24/05/2018;kontaktløs Dankort Panum Hovedkantine;-39,84;419810,21;DKK
23/05/2018;kontaktløs Dankort Lihns Skomageri;-58;419850,05;DKK
23/05/2018;kontaktløs Dankort Panum Hovedkantine;-41,08;419908,05;DKK
22/05/2018;kontaktløs Dankort Panum Hovedkantine;-36,74;419949,13;DKK
18/05/2018;kontaktløs Dankort Panum Hovedkantine;-33,64;419985,87;DKK
17/05/2018;kontaktløs Dankort Panum Hovedkantine;-34,1;420019,51;DKK
16/05/2018;kontaktløs Dankort Panum Hovedkantine;-36,89;420053,61;DKK
16/05/2018;MobilePay: Line Engelbrechtsen;-20;420090,5;DKK
15/05/2018;MobilePay køb Vildglad;-98;420110,5;DKK
15/05/2018;kontaktløs Dankort Café Valentin;-430;420208,5;DKK
15/05/2018;HANSEN S ISBAR OG CAFE, LISELEJE;-200;420638,5;DKK
15/05/2018;OISTER.DK, KOBENHAVN;-112,05;420838,5;DKK
15/05/2018;Pengeautomat;-700;420950,55;DKK
15/05/2018;Pengeautomat;-400;421650,55;DKK
15/05/2018;Dudes;-371;422050,55;DKK
14/05/2018;MobilePay: Mikkel;-550;422421,55;DKK
14/05/2018;MobilePay: Elin Pedersen;-4000;422971,55;DKK
14/05/2018;MobilePay køb bellona restaurant;-1369;426971,55;DKK
14/05/2018;kontaktløs Dankort PAPYRUS BOGCAFE Ap;-148;428340,55;DKK
09/05/2018;MobilePay køb M?O?D;-200;428488,55;DKK
09/05/2018;kontaktløs Dankort Panum Hovedkantine;-35,03;428688,55;DKK
08/05/2018;kontaktløs Dankort Panum Hovedkantine;-39,37;428723,58;DKK
07/05/2018;kontaktløs Dankort Irma Torvegade 58;-40;428762,95;DKK
07/05/2018;kontaktløs Dankort Panum Hovedkantine;-38,9;428802,95;DKK
07/05/2018;kontaktløs Dankort Democratic Coffee;-44;428841,85;DKK
07/05/2018;kontaktløs Dankort Kajakhotellet;-30;428885,85;DKK
07/05/2018;MobilePay: Maria Cam;120;428915,85;DKK
07/05/2018;kontaktløs Dankort Sweet Treat;-34;428795,85;DKK
04/05/2018;kontaktløs Dankort Øbro Hallen;-360;428829,85;DKK
04/05/2018;kontaktløs Dankort MENY;-23;429189,85;DKK
04/05/2018;kontaktløs Dankort Panum Hovedkantine;-44,02;429212,85;DKK
04/05/2018;OISTER.DK, KOBENHAVN;-89;429256,87;DKK
03/05/2018;kontaktløs Dankort Panum Hovedkantine;-40,14;429345,87;DKK
02/05/2018;kontaktløs Dankort Panum Hovedkantine;-45,1;429386,01;DKK
01/05/2018;MobilePay køb Leks Thai Food - Catering;-60;429431,11;DKK
01/05/2018;IZ *NICECREAMCPH I, KOBENHAVN V;-98;429491,11;DKK
01/05/2018;Pengeautomat;-300;429589,11;DKK
30/04/2018;kontaktløs Dankort Panum Hovedkantine;-36,58;429889,11;DKK
30/04/2018;Account 64970001000373;-9000;429925,69;DKK
30/04/2018;MobilePay køb Espressobar;-53;438925,69;DKK
30/04/2018;kontaktløs Dankort Kluns;-59;438978,69;DKK
30/04/2018;MobilePay: Isao Suzuki;-240;439037,69;DKK
30/04/2018;Københavns Universit;24305,16;439277,69;DKK
26/04/2018;kontaktløs Dankort HANS HJULMAND TAND;-570,69;414972,53;DKK
26/04/2018;kontaktløs Dankort Panum Hovedkantine;-37,98;415543,22;DKK
26/04/2018;kontaktløs Dankort Rema 1000;-82,85;415581,2;DKK
25/04/2018;Panum Hovedkantine;-41,38;415664,05;DKK
25/04/2018;Overførsel;1127,64;415705,43;DKK
24/04/2018;kontaktløs Dankort Panum Hovedkantine;-36,27;414577,79;DKK
23/04/2018;kontaktløs Dankort Panum Hovedkantine;-31,78;414614,06;DKK
20/04/2018;kontaktløs Dankort Gebr. Heinemann;-18;414645,84;DKK
20/04/2018;kontaktløs Dankort Panum Hovedkantine;-44,8;414663,84;DKK
19/04/2018;MobilePay køb Vildglad;-69;414708,64;DKK
19/04/2018;kontaktløs Dankort Panum Hovedkantine;-35,18;414777,64;DKK
18/04/2018;MobilePay: Dennis KellerSchnabelrauch;-650;414812,82;DKK
18/04/2018;kontaktløs Dankort Panum Hovedkantine;-37,04;415462,82;DKK
17/04/2018;kontaktløs Dankort Panum Hovedkantine;-41,08;415499,86;DKK
16/04/2018;kontaktløs Dankort Panum Hovedkantine;-41,54;415540,94;DKK
16/04/2018;kontaktløs Dankort Báhn Mì Daily // T;-72;415582,48;DKK
13/04/2018;kontaktløs Dankort Panum Hovedkantine;-46,34;415654,48;DKK
12/04/2018;kontaktløs Dankort Panum Hovedkantine;-41,85;415700,82;DKK
11/04/2018;kontaktløs Dankort Panum Hovedkantine;-30;415742,67;DKK
10/04/2018;kontaktløs Dankort Panum Hovedkantine;-37,51;415772,67;DKK
10/04/2018;IZ *FIESTA CATERIN, KOBENHAVN O;-470;415810,18;DKK
10/04/2018;OVERSKYDENDE SKAT;679;416280,18;DKK
09/04/2018;kontaktløs Dankort Panum Hovedkantine;-53,48;415601,18;DKK
09/04/2018;kontaktløs Dankort FREDERIKSBERG CHOK;-150;415654,66;DKK
09/04/2018;kontaktløs Dankort Brus ApS;-60;415804,66;DKK
06/04/2018;kontaktløs Dankort Panum Hovedkantine;-44,48;415864,66;DKK
05/04/2018;kontaktløs Dankort Panum Hovedkantine;-41,08;415909,14;DKK
04/04/2018;MobilePay: Susanne Møller-Hansen;-600;415950,22;DKK
04/04/2018;MobilePay: Susanne Møller-Hansen;-600;416550,22;DKK
04/04/2018;kontaktløs Dankort Panum Hovedkantine;-43,09;417150,22;DKK
04/04/2018;OISTER.DK, KOBENHAVN;-89;417193,31;DKK
03/04/2018;kontaktløs Dankort Panum Hovedkantine;-35,96;417282,31;DKK
03/04/2018;AKADEMIKERNES A-KASSE;-1308;417318,27;DKK
28/03/2018;kontaktløs Dankort Panum Hovedkantine;-44,48;418626,27;DKK
28/03/2018;Account 64970001000373;-9000;418670,75;DKK
28/03/2018;Københavns Universit;24305,16;427670,75;DKK
27/03/2018;kontaktløs Dankort Panum Hovedkantine;-25;403365,59;DKK
26/03/2018;kontaktløs Dankort Panum Hovedkantine;-38,75;403390,59;DKK
26/03/2018;kontaktløs Dankort KØBENHAVN STENO AP;-84,75;403429,34;DKK
23/03/2018;kontaktløs Dankort Panum Hovedkantine;-25;403514,09;DKK
22/03/2018;kontaktløs Dankort Panum Hovedkantine;-37,82;403539,09;DKK
21/03/2018;kontaktløs Dankort Panum Hovedkantine;-33,94;403576,91;DKK
20/03/2018;kontaktløs Dankort Panum Hovedkantine;-43,4;403610,85;DKK
19/03/2018;kontaktløs Dankort Panum Hovedkantine;-48,52;403654,25;DKK
19/03/2018;kontaktløs Dankort Sticks N Sushi;-700;403702,77;DKK
19/03/2018;MobilePay: Patryk Fr;350;404402,77;DKK
19/03/2018;Dankort-køb BS Pay app;-100;404052,77;DKK
